#
# https://ui.adsabs.harvard.edu/abs/2019ApJS..245...32L/abstract
#
# https://vizier.cds.unistra.fr/viz-bin/VizieR?-source=J/ApJS/245/32
#
"ID","n_ID","GLON","e_GLON","GLAT","e_GLAT","rmax","plx","e_plx","pmRA","e_pmRA","pmDE","e_pmDE","nTot","Age","e_Age","Z","Class","K13","CG18","B19","Name","G","SimbadName","_RA.icrs","_DE.icrs"
# "," ","deg","deg","deg","deg","deg","mas","mas","mas/yr","mas/yr","mas/yr","mas/yr"," ","Gyr","Gyr","[Sun]"," "," "," "," "," "," "," ","deg","deg"
1216," ",9.315,0.038,-0.961,0.029,0.088,0.34,0.025,-0.266,0.472,-1.836,0.571,62,0.617,0.037,0.5,3,"    ","    ","     ","                 ",0,"                       ",272.4846,-21.3549
1217," ",9.351,0.056,-1.216,0.035,0.12,0.333,0.017,-0.286,0.44,-1.98,0.483,51,0.363,0.0218,0.25,3,"    ","    ","     ","                 ",0,"                       ",272.7432,-21.4464
1218,"n",12.847,0.027,-0.613,0.029,0.078,0.359,0.022,-0.074,0.249,-1.196,0.375,60,0.513,0.0308,0.5,1,"    ","    ","     ","                 ",0,"                       ",273.9597,-18.089
1219," ",23.958,0.065,-0.412,0.064,0.181,0.471,0.038,-0.171,0.309,-2.496,0.449,245,0.041,0.0025,0.5,2,2359,904,1079,"NGC_6664         ",0,"NGC 6664               ",279.1103,-8.1694
1220," ",25.453,0.046,-0.726,0.029,0.097,0.346,0.022,-0.311,0.414,-1.671,0.356,63,0.576,0.0346,0.25,3,"    ","    ","     ","                 ",0,"                       ",280.0836,-6.9851
1221," ",26.318,0.043,-0.8,0.027,0.137,0.278,0.023,-0.598,0.358,-2.441,0.489,93,0.186,0.0112,0.5,3,2372,"    ",1188,"                 ",0,"                       ",280.5482,-6.2498
1222," ",26.99,0.094,-0.312,0.05,0.268,0.394,0.042,-0.95,0.348,-1.498,0.531,393,0.012,0.0007,0.5,3,"    ","    ","     ","                 ",0,"                       ",280.421,-5.4291
1223," ",27.738,0.042,-0.66,0.027,0.119,0.275,0.035,-1.162,0.497,-3.45,0.511,197,1.32,0.0792,0.25,3,2379,69,1247,"Andrews_Lindsay_5",0,"[AL67] Cl* 5           ",281.075,-4.9229
1224," ",27.745,0.024,-0.766,0.02,0.064,0.24,0.016,-1.248,0.474,-3.389,0.604,54,1.66,0.0996,-0.25,3,"    ","    ","     ","                 ",0,"                       ",281.1729,-4.9651
1225," ",27.282,0.015,-0.881,0.04,0.088,0.285,0.011,-0.91,0.576,-2.903,0.61,51,0.026,0.0016,0,3,"    ","    ","     ","                 ",0,"                       ",281.0634,-5.4294
1226," ",27.854,0.056,-0.702,0.071,0.187,0.271,0.036,-1.46,0.587,-3.592,0.77,565,0.251,0.0151,0.5,3,"    ","    ","     ","                 ",0,"                       ",281.1657,-4.8389
1227," ",28.112,0.076,-0.806,0.043,0.192,0.253,0.026,-1.3,0.577,-3.399,0.699,182,0.004,0.0002,0,3,"    ","    ",1262,"                 ",0,"                       ",281.3767,-4.6568
1228," ",28.074,0.075,-0.968,0.049,0.167,0.284,0.033,-1.366,0.712,-3.238,0.658,167,0.069,0.0041,0.25,3,"    ","    ","     ","                 ",0,"                       ",281.504,-4.7646
1229," ",28.198,0.044,-1.086,0.061,0.149,0.269,0.024,-1.337,0.496,-3.285,0.624,135,0.234,0.014,0.5,3,"    ","    ","     ","                 ",0,"                       ",281.6661,-4.708
1230," ",28.273,0.057,-1.237,0.027,0.137,0.263,0.027,-1.461,0.605,-3.747,0.89,132,0.083,0.005,-0.25,3,"    ","    ","     ","                 ",0,"                       ",281.8352,-4.7102
1231," ",27.916,0.092,-1.113,0.05,0.197,0.269,0.022,-0.955,0.422,-2.716,0.385,78,1.66,0.0996,-0.25,3,"    ","    ","     ","                 ",0,"                       ",281.5612,-4.9713
1232," ",27.856,0.047,-0.962,0.046,0.125,0.282,0.015,-1.801,0.591,-4.182,0.606,76,1.05,0.063,0.25,3,"    ","    ","     ","                 ",0,"                       ",281.3988,-4.9558
1233," ",27.894,0.065,-1.204,0.028,0.2,0.278,0.026,-0.92,0.431,-2.833,0.455,70,0.955,0.0573,0,3,"    ","    ","     ","                 ",0,"                       ",281.6324,-5.0324
1234," ",27.873,0.035,-1.077,0.04,0.106,0.282,0.02,-1.059,0.41,-2.843,0.693,69,0.257,0.0154,-1.5,3,"    ","    ","     ","                 ",0,"                       ",281.5093,-4.9931
1235,"n",27.797,0.068,-1.492,0.053,0.169,0.469,0.025,0.3,0.361,-2.055,0.41,145,0.398,0.0239,0.25,1,"    ","    ","     ","                 ",1,"                       ",281.8454,-5.2499
1236," ",28.192,0.046,-0.973,0.043,0.116,0.33,0.014,-1.283,0.541,-3.603,0.463,50,0.083,0.005,-0.25,3,"    ","    ","     ","                 ",0,"                       ",281.5624,-4.6618
1237," ",32.574,0.188,-0.706,0.137,0.558,0.266,0.032,-1.715,0.524,-4.114,0.701,1766,0.151,0.0091,-1.5,3,"    ","    ","     ","                 ",0,"                       ",283.3246,-0.6404
1238," ",32.69,0.092,-1.085,0.041,0.245,0.246,0.024,-1.867,0.472,-4.523,0.617,159,3.39,0.2034,0.5,3,"    ","    ","     ","                 ",0,"                       ",283.7149,-0.71
1239," ",32.213,0.065,-0.452,0.037,0.182,0.241,0.016,-1.588,0.48,-4.103,0.67,102,1.66,0.0996,-0.25,3,"    ","    ","     ","                 ",0,"                       ",282.934,-0.8459
1240," ",32.521,0.04,-0.965,0.035,0.109,0.261,0.017,-1.408,0.732,-3.581,0.905,84,0.891,0.0535,-2,3,"    ","    ","     ","                 ",0,"                       ",283.531,-0.8057
1241," ",32.68,0.036,-0.445,0.038,0.096,0.261,0.02,-1.678,0.417,-4.202,0.47,72,1.1,0.066,-2,3,"    ","    ","     ","                 ",0,"                       ",283.1407,-0.4271
1242," ",32.188,0.024,-1.204,0.024,0.069,0.379,0.036,-0.808,0.231,-2.718,0.301,68,0.005,0.0003,0,3,2408,191,1400,"Berkeley_80      ",0,"Berkeley 80            ",283.592,-1.211
1243," ",33.261,0.06,-0.653,0.029,0.133,0.251,0.02,-1.546,0.465,-3.96,0.492,65,0.38,0.0228,-2,3,"    ","    ","     ","                 ",0,"                       ",283.5907,-0.0049
1244," ",32.381,0.055,-0.947,0.035,0.155,0.259,0.014,-1.365,0.81,-3.539,1.073,51,0.513,0.0308,0.5,3,"    ","    ","     ","                 ",0,"                       ",283.4512,-0.9221
1245," ",33.513,0.075,-0.895,0.117,0.268,0.277,0.033,-1.68,0.638,-3.897,0.684,314,0.083,0.005,-0.25,3,"    ","    ","     ","                 ",0,"                       ",283.921,0.109
1246," ",33.573,0.098,-1.799,0.058,0.274,0.276,0.028,-1.787,0.427,-4.023,0.464,206,0.072,0.0043,0.5,3,"    ","    ","     ","                 ",0,"                       ",284.7528,-0.2499
1247," ",37.587,0.093,-1.845,0.055,0.194,0.245,0.014,-1.833,0.759,-4.065,0.732,98,12.9,0.774,-2,3,"    ","    ","     ","                 ",0,"                       ",286.6294,3.2969
1248," ",38.44,0.099,-1.829,0.033,0.239,0.268,0.02,-1.204,0.577,-3.429,0.678,92,0.437,0.0262,-2,3,"    ","    ","     ","                 ",0,"                       ",287.0075,4.0616
1249," ",37.674,0.112,-1.659,0.046,0.306,0.324,0.032,-1.919,0.804,-4.317,1.048,86,10.5,0.63,0.5,3,"    ","    ","     ","                 ",0,"                       ",286.5038,3.4595
1250," ",33.5,0.056,-1.635,0.044,0.156,0.24,0.016,-1.434,0.629,-3.893,0.898,78,0.004,0.0002,0.25,3,"    ","    ","     ","                 ",0,"                       ",284.5736,-0.2401
1251," ",33.512,0.07,-1.619,0.041,0.175,0.319,0.024,-2.061,0.667,-4.206,0.393,67,0.004,0.0002,-0.5,3,"    ","    ","     ","                 ",0,"                       ",284.5648,-0.2221
1252," ",37.679,0.068,-1.749,0.044,0.179,0.255,0.022,-2.509,0.437,-5.4,0.74,67,0.977,0.0586,-2,3,"    ","    ","     ","                 ",0,"                       ",286.5862,3.4227
1253," ",38.101,0.104,-1.828,0.049,0.296,0.248,0.018,-2.051,0.596,-4.334,0.695,63,4.68,0.2808,0.5,3,"    ","    ","     ","                 ",0,"                       ",286.8505,3.7611
1254," ",37.362,0.078,-1.395,0.044,0.211,0.262,0.013,-1.868,0.621,-4.425,0.999,59,7.76,0.4656,0,3,"    ","    ","     ","                 ",0,"                       ",286.1255,3.3034
1255," ",38.045,0.131,-1.39,0.026,0.287,0.299,0.015,-2.13,0.573,-4.075,0.66,54,7.76,0.4656,0.25,3,"    ","    ","     ","                 ",0,"                       ",286.4348,3.9125
1256," ",33.598,0.098,-1.494,0.028,0.272,0.273,0.021,-1.934,0.449,-4.39,0.378,51,8.13,0.4878,0.5,3,"    ","    ","     ","                 ",0,"                       ",284.4928,-0.0886
1257," ",33.591,0.122,-1.744,0.032,0.33,0.372,0.027,-2.06,0.367,-4.282,0.445,51,0.06,0.0036,-0.25,3,"    ","    ","     ","                 ",0,"                       ",284.7121,-0.2088
1258," ",54.369,0.148,-1.222,0.044,0.373,0.264,0.025,-2.634,0.499,-5.572,0.697,223,0.083,0.005,-0.25,3,"    ","    ",1881,"                 ",0,"                       ",294.1382,18.3894
1259," ",56.083,0.141,-1.016,0.061,0.346,0.294,0.04,-2.353,0.534,-5.25,0.706,236,0.065,0.0039,0.5,3,"    ","    ","     ","                 ",0,"                       ",294.8366,19.9844
1260," ",54.379,0.108,-1.433,0.047,0.275,0.266,0.022,-2.382,0.583,-5.303,0.778,135,1.02,0.0612,-2,3,"    ","    ","     ","                 ",0,"                       ",294.3374,18.2951
1261," ",55.11,0.105,-1.826,0.051,0.225,0.261,0.021,-2.32,0.493,-5.07,0.815,128,0.178,0.0107,-1.75,3,"    ","    ","     ","                 ",0,"                       ",295.0766,18.739
1262," ",52.966,0.06,-1.712,0.072,0.193,0.243,0.022,-2.669,0.539,-5.637,0.673,101,0.069,0.0041,0.5,3,"    ","    ","     ","                 ",0,"                       ",293.8708,16.9258
1263," ",56.008,0.083,-0.913,0.048,0.214,0.272,0.034,-2.147,0.564,-4.902,0.626,116,0.525,0.0315,0.5,3,"    ","    ","     ","                 ",0,"                       ",294.702,19.9697
1264," ",54.783,0.072,-1.758,0.043,0.172,0.244,0.016,-2.645,0.441,-5.599,0.596,88,4.57,0.2742,0,3,"    ","    ","     ","                 ",0,"                       ",294.8445,18.4879
1265," ",55.667,0.134,-1.439,0.02,0.28,0.253,0.023,-2.559,0.436,-5.626,0.553,80,0.129,0.0077,-0.75,3,"    ","    ","     ","                 ",0,"                       ",295.0104,19.4142
1266," ",56.224,0.058,-1.117,0.03,0.167,0.376,0.023,-2.131,0.502,-4.88,0.659,76,0.214,0.0128,0.25,3,"    ","    ","     ","                 ",0,"                       ",295.0041,20.0574
1267," ",55.315,0.083,-1.334,0.043,0.247,0.283,0.024,-2.7,0.441,-5.611,0.512,74,0.12,0.0072,-1.75,3,"    ","    ","     ","                 ",0,"                       ",294.7302,19.1594
1268," ",54.533,0.115,-1.517,0.05,0.307,0.242,0.017,-2.343,0.498,-5.202,0.685,73,0.891,0.0535,-2,3,"    ","    ","     ","                 ",0,"                       ",294.4939,18.3883
1269," ",54.923,0.12,-1.8,0.039,0.256,0.297,0.019,-2.599,0.422,-5.51,0.68,64,0.427,0.0256,-2,3,2503,"    ","     ","                 ",0,"                       ",294.9556,18.5891
1270," ",55.308,0.079,-1.674,0.026,0.182,0.238,0.014,-2.605,0.441,-5.695,0.623,62,0.115,0.0069,-1.5,3,"    ","    ","     ","                 ",0,"                       ",295.0398,18.9861
1271," ",54.698,0.056,-1.24,0.036,0.15,0.241,0.022,-2.895,0.484,-6.079,0.527,55,0.004,0.0002,0,3,2501,"    ","     ","                 ",0,"                       ",294.3242,18.6677
1272," ",53.757,0.105,-1.159,0.03,0.277,0.254,0.015,-2.284,0.513,-5.082,0.523,51,11,0.66,0.5,3,"    ",478,"     ","Gulliver_28      ",0,"Cl Gulliver 28         ",293.7669,17.8856
1273," ",54.383,0.103,-1.819,0.017,0.181,0.234,0.012,-2.82,0.393,-5.62,0.59,50,0.115,0.0069,-1.5,3,"    ","    ","     ","                 ",0,"                       ",294.6938,18.1097
1274," ",56.089,0.114,-0.748,0.042,0.253,0.259,0.026,-2.516,0.454,-5.333,0.652,92,0.004,0.0002,0,3,"    ","    ","     ","                 ",0,"                       ",294.5913,20.1213
1275," ",60.164,0.166,-0.192,0.056,0.529,0.465,0.028,-1.734,0.243,-5.113,0.255,125,0.008,0.0005,0.5,1,2523,1007,"     ","Roslund_2        ",0,"Roslund 2              ",296.2479,23.9365
1276," ",59.255,0.086,-1.319,0.029,0.196,0.267,0.033,-2.736,0.515,-5.531,0.673,81,0.083,0.005,-0.25,3,"    ","    ",2038,"                 ",0,"                       ",296.8122,22.5847
1277," ",56.001,0.074,-1.115,0.079,0.187,0.288,0.016,-2.298,0.455,-5.153,0.631,74,11.5,0.69,0.5,3,"    ","    ","     ","                 ",0,"                       ",294.8854,19.8644
1278," ",62.042,0.103,0.102,0.027,0.184,0.255,0.017,-2.647,0.464,-5.077,0.578,58,12.3,0.738,0.5,3,"    ","    ","     ","                 ",0,"                       ",297.0083,25.7077
1279," ",56.557,0.103,-1.864,0.035,0.265,0.237,0.014,-2.489,0.489,-5.3,0.407,58,0.087,0.0052,-0.25,3,"    ","    ","     ","                 ",0,"                       ",295.8702,19.977
1280," ",57.686,0.118,-1.404,0.032,0.237,0.228,0.01,-2.972,0.498,-5.601,0.758,57,0.102,0.0061,-1,3,"    ","    ","     ","                 ",0,"                       ",296.0444,21.1847
1281," ",56.976,0.077,-1.556,0.055,0.155,0.257,0.024,-2.915,0.492,-5.762,0.354,53,0.083,0.005,-0.25,3,"    ","    ","     ","                 ",0,"                       ",295.8074,20.4935
1282," ",56.705,0.082,-0.782,0.037,0.203,0.232,0.013,-2.293,0.479,-4.941,0.756,50,0.55,0.033,-1.75,3,"    ","    ","     ","                 ",0,"                       ",294.9458,20.641
1283," ",62.284,0.071,0.262,0.042,0.187,0.257,0.029,-2.814,0.427,-5.578,0.464,113,0.389,0.0233,-1.75,3,2530,"    ",2125,"                 ",0,"                       ",296.9907,25.9974
1284," ",64.046,0.09,0.259,0.036,0.218,0.253,0.027,-2.313,0.605,-5.034,0.636,89,0.029,0.0017,0,3,"    ","    ","     ","                 ",0,"                       ",297.9969,27.5132
1285," ",63.97,0.101,0.182,0.046,0.217,0.343,0.029,-2.394,0.466,-5.451,0.642,86,0.417,0.025,0.5,3,"    ","    ","     ","                 ",0,"                       ",298.0276,27.4085
1286," ",66.418,0.03,-0.36,0.037,0.107,0.292,0.037,-2.536,0.185,-5.948,0.216,74,0.066,0.004,0.5,3,2563,331,2235,"FSR_0172         ",0,"[FSR2007] 0172         ",299.9969,29.2199
1287," ",67.327,0.119,-0.285,0.065,0.334,0.249,0.026,-2.968,0.466,-5.432,0.496,207,0.065,0.0039,0.5,3,"    ","    ","     ","                 ",0,"                       ",300.4755,30.0315
1288," ",66.122,0.086,0.158,0.029,0.208,0.263,0.024,-2.584,0.375,-5.524,0.48,66,11.5,0.69,0.5,3,"    ","    ","     ","                 ",0,"                       ",299.3136,29.2388
1289," ",65.346,0.102,0.315,0.031,0.26,0.28,0.025,-2.311,0.612,-4.857,0.703,66,0.933,0.056,-0.25,3,"    ","    ","     ","                 ",0,"                       ",298.7001,28.6569
1290," ",65.586,0.083,0.11,0.036,0.225,0.258,0.02,-2.609,0.451,-5.309,0.49,63,0.115,0.0069,-1.5,3,"    ","    ","     ","                 ",0,"                       ",299.0417,28.7561
1291," ",64.48,0.144,0.14,0.027,0.252,0.257,0.017,-2.457,0.58,-5.145,0.537,60,2.09,0.1254,0.5,3,"    ","    ","     ","                 ",0,"                       ",298.3636,27.8246
1292," ",67.237,0.202,-0.046,0.034,0.355,0.339,0.023,-2.252,0.453,-4.566,0.455,56,0.004,0.0002,0.25,3,"    ","    ","     ","                 ",0,"                       ",300.1861,30.0814
1293," ",66.895,0.108,-0.159,0.017,0.219,0.247,0.013,-2.817,0.598,-5.278,0.564,56,1.45,0.087,0,3,"    ","    ","     ","                 ",0,"                       ",300.089,29.7312
1294," ",64.269,0.076,-0.043,0.042,0.217,0.291,0.016,-2.618,0.62,-5.102,0.6,55,0.132,0.0079,-0.75,3,"    ","    ","     ","                 ",0,"                       ",298.4182,27.5496
1295," ",63.822,0.059,0.292,0.036,0.159,0.258,0.018,-2.689,0.413,-5.171,0.581,53,0.083,0.005,-0.25,3,"    ","    ","     ","                 ",0,"                       ",297.8359,27.3375
1296," ",63.999,0.079,0.208,0.032,0.221,0.41,0.018,-2.221,0.351,-5.789,0.358,52,0.085,0.0051,-1.25,3,"    ","    ","     ","                 ",0,"                       ",298.0191,27.4467
1297," ",65.9,0.09,0.267,0.023,0.204,0.278,0.014,-2.878,0.638,-5.174,0.662,51,8.51,0.5106,0,3,"    ","    ","     ","                 ",0,"                       ",299.0747,29.1059
1298," ",64.987,0.07,-0.029,0.022,0.166,0.294,0.021,-2.664,0.495,-5.114,0.745,50,0.083,0.005,-0.25,3,"    ","    ","     ","                 ",0,"                       ",298.8238,28.1718
1299," ",68.441,0.141,0.286,0.044,0.335,0.251,0.028,-2.678,0.472,-5.028,0.609,148,0.117,0.007,-0.5,3,"    ","    ","     ","                 ",0,"                       ",300.599,31.2788
1300," ",68.934,0.072,0.312,0.061,0.188,0.241,0.016,-2.809,0.452,-5.209,0.527,105,0.066,0.004,0.5,3,"    ","    ","     ","                 ",0,"                       ",300.8805,31.7102
1301," ",72.171,0.076,0.291,0.017,0.201,0.272,0.032,-2.9,0.337,-4.924,0.363,56,0.776,0.0466,-2,3,2611,"    ",2392,"                 ",0,"                       ",302.9911,34.4216
1302," ",69.045,0.065,0.021,0.045,0.221,0.335,0.02,-1.832,0.351,-4.768,0.32,51,0.026,0.0016,0,3,"    ","    ","     ","                 ",0,"                       ",301.2393,31.6487
1303," ",72.035,0.08,-0.235,0.04,0.202,0.256,0.023,-2.828,0.587,-4.944,0.545,51,0.083,0.005,-0.25,3,"    ","    ","     ","                 ",0,"                       ",303.4312,34.0182
1304," ",67.348,0.101,-0.361,0.028,0.221,0.309,0.016,-2.759,0.617,-5.045,0.719,50,12.9,0.774,-0.5,3,"    ","    ","     ","                 ",0,"                       ",300.5628,30.0091
1305," ",83.195,0.123,-0.395,0.048,0.287,0.255,0.022,-3.039,0.587,-4.102,0.765,76,0.123,0.0074,-1.5,3,"    ","    ","     ","                 ",0,"                       ",312.026,42.9398
1306," ",85.867,0.052,-0.1,0.064,0.249,0.286,0.023,-2.892,0.509,-3.911,0.464,87,0.501,0.0301,0.5,3,"    ","    ","     ","                 ",0,"                       ",314.0864,45.1838
1307," ",85.943,0.045,-1.188,0.039,0.13,0.241,0.018,-3.233,0.562,-4.13,0.527,55,0.676,0.0406,0.5,3,"    ","    ","     ","                 ",0,"                       ",315.3171,44.5292
1308," ",86.588,0.077,-0.625,0.035,0.15,0.255,0.019,-3.293,0.638,-4.304,0.597,55,1.15,0.069,0.25,3,"    ","    ","     ","                 ",0,"                       ",315.3213,45.3853
1309," ",101.977,0.052,-0.609,0.038,0.153,0.438,0.043,-1.852,0.392,-2.299,0.327,90,0.576,0.0346,0.25,2,2861,1151,3142,"Teutsch_126      ",0,"Teutsch 126            ",333.4528,55.7137
1310," ",106.656,0.073,-0.38,0.043,0.16,0.271,0.023,-3.018,0.413,-2.084,0.305,96,0.098,0.0059,0.25,3,2901,"    ",3256,"                 ",0,"                       ",340.5758,58.3509
1311," ",112.746,0.073,-0.782,0.043,0.271,0.308,0.035,-1.666,0.188,-1.316,0.185,86,1.66,0.0996,-0.25,3,"    ","    ","     ","                 ",0,"                       ",351.87,60.4187
1312," ",107.777,0.034,-1.026,0.026,0.118,0.34,0.03,-2.707,0.212,-2.075,0.203,66,0.692,0.0415,0.5,1,2914,596,3285,"King_18          ",0,"King 18                ",343.0369,58.2916
1313," ",115.321,0.196,0.252,0.073,0.457,0.287,0.036,-3.508,0.42,-1.467,0.29,204,0.004,0.0002,0.5,3,"    ","    ",3514,"                 ",0,"                       ",356.3917,62.1464
1314," ",117.846,0.134,-0.143,0.088,0.372,0.26,0.043,-2.002,0.617,-0.802,0.409,163,0.417,0.025,0.25,2,"    ","    ","     ","                 ",0,"                       ",1.8677,62.2938
1315," ",116.306,0.162,-1.274,0.041,0.342,0.273,0.032,-2.762,0.587,-1.371,0.46,87,0.576,0.0346,0.5,3,"    ","    ","     ","                 ",0,"                       ",359.1426,60.8899
1316," ",117.578,0.149,0.174,0.062,0.318,0.304,0.025,-1.985,0.525,-0.711,0.41,104,0.004,0.0002,0.5,3,"    ","    ","     ","                 ",0,"                       ",1.1778,62.559
1317," ",115.623,0.113,-0.142,0.086,0.291,0.31,0.022,-3.405,0.459,-1.367,0.373,133,0.006,0.0004,0.5,2,"    ","    ","     ","                 ",0,"                       ",357.2215,61.8389
1318," ",117.748,0.085,-0.939,0.027,0.251,0.312,0.04,-3.046,0.308,-1.37,0.196,55,0.355,0.0213,0.25,3,11,"    ",3566,"                 ",0,"                       ",1.9483,61.4927
1319," ",115.69,0.154,-1.186,0.044,0.348,0.28,0.019,-3.244,0.276,-1.76,0.354,53,0.135,0.0081,0.25,3,2989,"    ",3516,"                 ",0,"                       ",357.869,60.8399
1320," ",113.008,0.107,-0.17,0.05,0.251,0.243,0.018,-2.79,0.681,-1.353,0.604,87,0.676,0.0406,0.5,3,"    ","    ","     ","                 ",0,"                       ",351.9801,61.0823
1321," ",120.355,0.087,-0.371,0.034,0.316,0.327,0.024,-3.145,0.389,-0.739,0.239,87,0.007,0.0004,0.5,1,39,355,3658,"FSR_0498         ",1,"[FSR2007] 0498         ",7.2926,62.3893
1322," ",119.738,0.083,0.027,0.051,0.251,0.29,0.042,-2.919,0.475,-0.605,0.299,142,0.004,0.0002,0.5,3,29,1109,3628,"SAI_4            ",0,"SAI 4                  ",5.8761,62.7254
1323," ",127.497,0.303,-0.615,0.084,0.776,0.318,0.026,-1.503,0.345,-0.387,0.291,280,0.004,0.0002,0.5,3,"    ","    ","     ","                 ",0,"                       ",22.591,61.9112
1324," ",125.156,0.277,-1,0.11,0.74,0.257,0.024,-1.634,0.565,-0.387,0.428,264,0.692,0.0415,0.25,3,"    ","    ","     ","                 ",0,"                       ",17.568,61.7904
1325," ",128.015,0.191,-0.45,0.076,0.644,0.275,0.025,-1.391,0.455,-0.251,0.325,195,0.004,0.0002,0.5,3,"    ","    ","     ","                 ",0,"                       ",23.7344,61.9917
1326," ",129.641,0.187,-0.156,0.097,0.543,0.3,0.023,-0.987,0.514,-0.19,0.314,170,0.269,0.0161,0.25,3,"    ","    ","     ","                 ",0,"                       ",27.2513,61.9636
1327," ",123.81,0.255,0.215,0.112,0.62,0.258,0.027,-1.859,0.662,-0.314,0.381,451,0.525,0.0315,0.5,3,"    ","    ","     ","                 ",0,"                       ",14.7988,63.0735
1328,"n",123.735,0.21,0.129,0.05,0.574,0.334,0.031,-1.717,0.589,-0.413,0.375,157,0.55,0.033,0.5,1,"    ","    ","     ","                 ",0,"                       ",14.628,62.9897
1329," ",128.832,0.211,-0.796,0.043,0.483,0.301,0.024,-1.362,0.374,-0.241,0.306,124,0.063,0.0038,0.5,2,"    ","    ","     ","                 ",0,"                       ",25.3007,61.5044
1330," ",127.069,0.301,-1.506,0.043,0.822,0.38,0.037,-1.801,0.376,-0.456,0.263,114,0.004,0.0002,0.5,3,"    ",1259,"     ","COIN-Gaia_31     ",0,"                       ",21.4387,61.0898
1331," ",130.2,0.394,-0.389,0.047,0.814,0.349,0.019,-1.047,0.413,-0.335,0.276,113,0.105,0.0063,0.25,2,"    ","    ","     ","                 ",0,"                       ",28.2894,61.6087
1332,"n",129.832,0.163,-1.693,0.077,0.515,0.321,0.018,-0.979,0.389,-0.494,0.322,102,0.191,0.0115,0.5,1,"    ","    ","     ","                 ",0,"                       ",26.9398,60.422
1333," ",128.022,0.248,-1.234,0.038,0.701,0.269,0.02,-1.6,0.486,-0.377,0.372,101,0.004,0.0002,0.25,3,"    ","    ","     ","                 ",0,"                       ",23.4753,61.2174
1334,"n",131.257,0.194,-0.401,0.05,0.437,0.301,0.027,-0.811,0.371,-0.354,0.329,98,0.309,0.0185,0.25,1,"    ","    ","     ","                 ",0,"                       ",30.4243,61.3299
1335," ",134.441,0.31,-0.778,0.061,0.626,0.365,0.031,-0.695,0.446,-0.521,0.309,95,0.098,0.0059,0.25,3,"    ",1264,"     ","COIN-Gaia_36     ",0,"                       ",36.3582,59.9766
1336," ",128.601,0.131,-1.14,0.047,0.352,0.239,0.016,-1.284,0.564,-0.228,0.379,90,0.102,0.0061,0,3,"    ","    ","     ","                 ",0,"                       ",24.6931,61.2097
1337," ",126.085,0.11,-1.435,0.057,0.304,0.285,0.034,-0.528,0.361,-0.304,0.232,86,0.004,0.0002,0.5,3,90,357,"     ","FSR_0534         ",0,"[FSR2007] 0534         ",19.4293,61.2758
1338," ",133.895,0.291,-0.95,0.039,0.709,0.321,0.024,-0.723,0.417,-0.368,0.242,86,0.513,0.0308,0.5,2,"    ","    ","     ","                 ",0,"                       ",35.2151,60.0046
1339," ",127.904,0.174,-0.896,0.035,0.45,0.254,0.021,-1.255,0.554,-0.307,0.375,79,0.004,0.0002,0.5,3,"    ","    ","     ","                 ",0,"                       ",23.3473,61.5701
1340," ",125.072,0.138,-0.954,0.025,0.412,0.35,0.03,-1.681,0.596,-0.423,0.404,78,0.562,0.0337,0.25,2,"    ","    ","     ","                 ",0,"                       ",17.3976,61.8423
1341," ",129.869,0.24,-0.635,0.038,0.473,0.259,0.013,-1.168,0.627,-0.181,0.327,77,0.437,0.0262,-1.25,3,"    ","    ","     ","                 ",0,"                       ",27.4948,61.4458
1342," ",127.956,0.162,-0.78,0.048,0.302,0.317,0.023,-1.512,0.364,-0.215,0.323,74,0.407,0.0244,-1.5,2,"    ","    ","     ","                 ",0,"                       ",23.4951,61.6761
1343," ",128.14,0.197,-0.92,0.034,0.45,0.323,0.012,-1.253,0.342,-0.337,0.365,68,0.005,0.0003,0.5,3,103,"    ","     ","                 ",0,"                       ",23.8273,61.5073
1344," ",127.393,0.118,-0.957,0.054,0.386,0.27,0.031,-1.51,0.399,-0.203,0.339,64,0.138,0.0083,0,3,"    ","    ","     ","                 ",0,"                       ",22.2668,61.5884
1345," ",133.088,0.103,-1.205,0.032,0.291,0.329,0.029,-0.634,0.358,-0.339,0.26,64,0.151,0.0091,0.25,3,"    ",1263,"     ","COIN-Gaia_35     ",0,"                       ",33.5224,60.0269
